date,신한지주
2013-01-01,0.12196
2013-01-02,0.1504433333333333
2013-01-03,0.2259866666666666
2013-01-04,0.20961
2013-01-05,0.15154
2013-01-06,0.0837066666666666
2013-01-07,0.1706433333333333
2013-01-08,0.18705
2013-01-09,0.1227
2013-01-10,0.2062333333333333
2013-01-11,0.1521366666666666
2013-01-12,-0.04215
2013-01-13,0.19218
2013-01-14,0.2462633333333333
2013-01-15,0.15451
2013-01-16,0.0617533333333333
2013-01-17,0.11149
2013-01-18,0.0258799999999999
2013-01-19,0.2550066666666667
2013-01-20,0.1166433333333333
2013-01-21,-0.0413966666666666
2013-01-22,0.18206
2013-01-23,0.1159833333333333
2013-01-24,-0.0296466666666666
2013-01-25,0.1514299999999999
2013-01-26,0.0343133333333333
2013-01-27,-0.0077099999999999
2013-01-28,0.0803366666666666
2013-01-29,-0.0062399999999999
2013-01-30,0.06758
2013-01-31,0.1268566666666666
2013-02-01,0.01346
2013-02-02,0.0232233333333333
2013-02-03,0.0329633333333333
2013-02-04,0.0562866666666666
2013-02-05,0.0185066666666666
2013-02-06,0.0697533333333333
2013-02-07,0.1333633333333333
2013-02-08,0.04102
2013-02-09,0.07633
2013-02-10,0.1349133333333333
2013-02-11,0.1190633333333333
2013-02-12,0.07922
2013-02-13,0.2147
2013-02-14,0.2094066666666666
2013-02-15,0.0998166666666666
2013-02-16,-0.04177
2013-02-17,0.0953599999999999
2013-02-18,0.0961433333333333
2013-02-19,0.0983066666666666
2013-02-20,0.1511233333333333
2013-02-21,0.1723233333333333
2013-02-22,0.1291733333333333
2013-02-23,0.0442833333333333
2013-02-24,0.1143966666666666
2013-02-25,0.10558
2013-02-26,0.1575866666666666
2013-02-27,0.0504466666666666
2013-02-28,0.2235733333333333
2013-03-01,0.1442699999999999
2013-03-02,0.0717833333333333
2013-03-03,-0.0752266666666666
2013-03-04,0.11101
2013-03-05,0.1634866666666666
2013-03-06,0.2190333333333333
2013-03-07,0.12946
2013-03-08,0.00235
2013-03-09,0.0688366666666666
2013-03-10,0.18904
2013-03-11,-0.01124
2013-03-12,0.16277
2013-03-13,0.1519566666666666
2013-03-14,0.0731333333333333
2013-03-15,0.1415766666666666
2013-03-16,0.1442666666666666
2013-03-17,0.1535099999999999
2013-03-18,0.2021533333333333
2013-03-19,0.26917
2013-03-20,-0.01191
2013-03-21,0.2109733333333333
2013-03-22,0.0289566666666666
2013-03-23,0.0041433333333333
2013-03-24,0.0904533333333333
2013-03-25,-0.0615066666666666
2013-03-26,0.2653866666666667
2013-03-27,0.1438366666666667
2013-03-28,0.2585966666666667
2013-03-29,0.0949733333333333
2013-03-30,0.0590666666666666
2013-03-31,0.05304
2013-04-01,-0.03411
2013-04-02,0.1664533333333333
2013-04-03,0.0856666666666666
2013-04-04,0.1534733333333333
2013-04-05,-0.03779
2013-04-06,0.06814
2013-04-07,0.1803666666666667
2013-04-08,0.0366
2013-04-09,0.05618
2013-04-10,0.0598999999999999
2013-04-11,0.1536933333333333
2013-04-12,0.2087733333333333
2013-04-13,0.0245366666666666
2013-04-14,0.10176
2013-04-15,0.2707333333333334
2013-04-16,0.1948133333333333
2013-04-17,0.1255066666666666
2013-04-18,0.14914
2013-04-19,0.1064066666666667
2013-04-20,0.1095
2013-04-21,0.0572733333333333
2013-04-22,0.1911833333333333
2013-04-23,0.20744
2013-04-24,0.18863
2013-04-25,0.1843133333333333
2013-04-26,0.10973
2013-04-27,0.0886966666666666
2013-04-28,0.1540333333333333
2013-04-29,0.2196066666666666
2013-04-30,0.11444
2013-05-01,0.2545666666666667
2013-05-02,0.1124133333333333
2013-05-03,0.1009999999999999
2013-05-04,0.1500533333333333
2013-05-05,0.0374333333333333
2013-05-06,0.2442266666666666
2013-05-07,0.2425066666666666
2013-05-08,0.1288933333333333
2013-05-09,0.09617
2013-05-10,0.2532333333333333
2013-05-11,0.0742966666666666
2013-05-12,0.11746
2013-05-13,0.23626
2013-05-14,0.1694833333333333
2013-05-15,0.2969033333333333
2013-05-16,0.13601
2013-05-17,0.1132899999999999
2013-05-18,0.1010299999999999
2013-05-19,0.1529266666666666
2013-05-20,0.12608
2013-05-21,0.2395433333333333
2013-05-22,0.12941
2013-05-23,0.24319
2013-05-24,0.1922966666666667
2013-05-25,0.2370333333333333
2013-05-26,0.1953033333333333
2013-05-27,0.1448066666666666
2013-05-28,0.2326833333333333
2013-05-29,0.16516
2013-05-30,0.0652466666666666
2013-05-31,0.0721466666666666
2013-06-01,0.1630166666666667
2013-06-02,0.1538099999999999
2013-06-03,0.1073366666666666
2013-06-04,0.1478766666666666
2013-06-05,0.1212933333333333
2013-06-06,0.2085333333333333
2013-06-07,0.1556
2013-06-08,0.1252
2013-06-09,0.18063
2013-06-10,0.18139
2013-06-11,0.0733833333333333
2013-06-12,0.0614599999999999
2013-06-13,0.23728
2013-06-14,0.26942
2013-06-15,0.0320066666666666
2013-06-16,0.2525566666666667
2013-06-17,0.1614533333333333
2013-06-18,0.26089
2013-06-19,0.06262
2013-06-20,0.1138533333333333
2013-06-21,0.1778233333333333
2013-06-22,0.0645366666666666
2013-06-23,0.12649
2013-06-24,0.2618866666666667
2013-06-25,0.2551766666666667
2013-06-26,0.12669
2013-06-27,0.2602466666666666
2013-06-28,0.1493466666666666
2013-06-29,0.06989
2013-06-30,0.1196633333333333
2013-07-01,0.2016166666666666
2013-07-02,0.0861766666666666
2013-07-03,0.15123
2013-07-04,0.10421
2013-07-05,0.1162766666666666
