date,NH투자증권
2022-01-01,0.0010133333333333327
2022-01-02,0.24487000000000006
2022-01-03,0.26871000000000006
2022-01-04,0.28090666666666664
2022-01-05,0.35647666666666655
2022-01-06,0.42980666666666667
2022-01-07,0.4306866666666666
2022-01-08,0.16157666666666665
2022-01-09,0.18100000000000002
2022-01-10,0.2853433333333334
2022-01-11,0.25678333333333336
2022-01-12,0.33207333333333333
2022-01-13,0.22989333333333334
2022-01-14,0.3266833333333333
2022-01-15,0.15252000000000002
2022-01-16,0.34353666666666677
2022-01-17,0.30834666666666666
2022-01-18,0.3174
2022-01-19,0.2849466666666667
2022-01-20,0.3817066666666667
2022-01-21,0.3276533333333333
2022-01-22,0.07095
2022-01-23,0.10745666666666667
2022-01-24,0.5711100000000001
2022-01-25,0.32837333333333335
2022-01-26,0.23264000000000004
2022-01-27,0.4913866666666665
2022-01-28,0.2840899999999999
2022-01-29,0.15753666666666669
2022-01-30,0.004589999999999996
2022-01-31,0.12245666666666666
2022-02-01,0.2374766666666666
2022-02-02,-0.08554333333333333
2022-02-03,0.32461333333333336
2022-02-04,0.3297366666666667
2022-02-05,0.11345666666666666
2022-02-06,0.28008333333333335
2022-02-07,0.47859333333333326
2022-02-08,0.33209
2022-02-09,0.25129666666666667
2022-02-10,0.3657566666666667
2022-02-11,0.35846333333333325
2022-02-12,0.11343
2022-02-13,0.12774
2022-02-14,0.48442999999999997
2022-02-15,0.3645133333333332
2022-02-16,0.29560999999999993
2022-02-17,0.36135
2022-02-18,0.21264000000000005
2022-02-19,0.12323333333333335
2022-02-20,0.13143666666666662
2022-02-21,0.18713666666666667
2022-02-22,0.2031633333333333
2022-02-23,0.29975333333333326
2022-02-24,0.39158666666666664
2022-02-25,0.35126666666666667
2022-02-26,-0.023916666666666673
2022-02-27,0.05075
2022-02-28,0.3497166666666667
2022-03-01,0.03447999999999999
2022-03-02,0.6283966666666665
2022-03-03,0.20219
2022-03-04,0.29042333333333337
2022-03-05,0.16270333333333337
2022-03-06,0.05192333333333332
2022-03-07,0.4871166666666666
2022-03-08,0.21096333333333334
2022-03-09,0.16584000000000004
2022-03-10,0.23995666666666673
2022-03-11,0.3810666666666666
2022-03-12,0.051459999999999985
2022-03-13,0.16196000000000002
2022-03-14,0.49809
2022-03-15,0.5489599999999999
2022-03-16,0.37771666666666676
2022-03-17,0.3438733333333334
2022-03-18,0.15555666666666668
2022-03-19,0.048266666666666666
2022-03-20,0.09042333333333336
2022-03-21,0.19435333333333335
2022-03-22,0.3663466666666666
2022-03-23,0.5476666666666665
2022-03-24,0.45704999999999996
2022-03-25,0.3716566666666667
2022-03-26,0.09275000000000001
2022-03-27,0.28588
2022-03-28,0.3228533333333333
2022-03-29,0.31388999999999995
2022-03-30,0.32243666666666665
2022-03-31,0.4717599999999999
