날짜,rsi,macd,upper band diff,lower band diff,CCI,K,D,volume
2021-01-04,,,,,,,,2825436
2021-01-05,,,,,,,,3108053
2021-01-06,,,,,,,,3637798
2021-01-07,,,,,,,,4683821
2021-01-08,,,,,,,,3696066
2021-01-11,,,,,,,,4976748
2021-01-12,,,,,,,,4151212
2021-01-13,,,,,,,,3626944
2021-01-14,,,,,,,,2836491
2021-01-15,,,,,,,,2547930
2021-01-18,,,,,,,,2022240
2021-01-19,,,,,,,,1603061
2021-01-20,,,,,,,,1974230
2021-01-21,,,,,,47.5,,2039223
2021-01-22,,,,,,35.833333333333336,,2220313
2021-01-25,,,,,,16.483516483516482,33.27228327228327,1827167
2021-01-26,,,,,,0.0,17.43894993894994,2304802
2021-01-27,,,,,,0.0,5.494505494505494,2275198
2021-01-28,40.08428564935931,,,,,4.895104895104895,1.6317016317016317,2577844
2021-01-29,31.870530082808102,,7894.565518509116,-400.4344814908836,-132.81599196747877,0.6535947712418301,1.8495665554489085,3082889
2021-02-01,27.152441507483495,,6119.375729728134,1459.3757297281336,-100.73352420179899,24.18300653594771,9.910568734098145,1995656
2021-02-02,22.37166072670272,,6440.537119061832,1450.5371190618316,-87.74893953145123,21.91780821917808,15.584803175455875,1952910
2021-02-03,21.75966562266355,,6379.742668545499,1794.7426685454993,-73.20842511305617,24.817518248175183,23.63944433443366,2303225
2021-02-04,23.902522765520693,,6106.332221017772,2116.332221017772,-69.73876232792615,33.33333333333333,26.68955326689553,2028150
2021-02-05,29.476650672497435,,3537.833097214374,4362.833097214374,-12.38160329398147,75.92592592592592,44.69225916914481,3557203
2021-02-08,33.38971514967687,,2724.0801948264343,5034.080194826434,30.120071678583137,92.3076923076923,67.18898385565052,3190576
2021-02-09,38.900654660616375,,2822.233323851171,4677.233323851171,41.917629508732205,79.64601769911505,82.6265453109111,2329095
2021-02-10,44.94073610955004,,1707.1109210430295,5242.1109210430295,60.46897311182442,92.92035398230088,88.29135466303607,1731667
2021-02-15,50.434179863863356,,1671.8973811718315,4931.8973811718315,78.28935886373388,83.47107438016529,85.34581535386042,1617481
2021-02-16,52.272153797512644,,1900.4164735196682,4675.416473519668,53.68652112808175,79.33884297520662,85.24342377922426,1401397
2021-02-17,54.274165364020064,,2088.0925576648515,4408.0925576648515,61.374388210822865,75.20661157024794,79.33884297520662,2709180
2021-02-18,55.92962754889402,,3029.623532944017,3299.623532944017,20.250014652232412,57.02479338842975,70.52341597796143,2585194
2021-02-19,57.94556562970466,,3010.5572879689425,3140.5572879689425,-6.775861648984946,54.54545454545454,62.25895316804408,2280949
2021-02-22,59.95622696570333,,3323.2135789934982,2718.2135789934982,-4.621267487107807,45.2991452991453,52.2897977443432,2207281
2021-02-23,61.18908636538738,-9.424086751358196,2693.9515572179153,3323.9515572179153,7.765655106790139,45.83333333333333,48.55931105931106,2131305
2021-02-24,61.00008292896126,-35.70460105153258,3178.869163724885,2803.869163724885,9.021964793778977,34.375,41.83582621082621,2151962
2021-02-25,62.736325813211735,76.60328435978529,1726.5742270437768,4376.574227043777,39.006696667699856,67.70833333333334,49.305555555555564,2312456
2021-02-26,61.75328142380423,-9.568792889277848,2711.603178550671,3321.603178550671,20.021760810910887,38.2716049382716,46.784979423868315,2596968
2021-03-02,58.710329215697755,36.48057374722265,1990.4668920188487,3660.4668920188487,44.56739307872465,49.29577464788733,51.75857097316409,2682710
2021-03-03,57.08547045863561,81.10826734049377,879.3195004983063,4029.3195004983063,63.25287924522414,77.46478873239437,55.010722772851096,1768016
2021-03-04,56.605244469935045,61.94608757770877,742.8021530304177,4122.802153030418,92.57849481135807,83.56164383561644,70.10740240529937,2851345
2021-03-05,55.207395007569446,101.1984575262548,-118.06273952955962,5146.93726047044,137.72425350753528,91.39784946236558,84.1414273434588,4056148
2021-03-08,57.34217823836069,226.72162042862385,-1869.0068519604174,8495.993148039583,205.60460540662896,94.11764705882352,89.69238011893519,5184062
2021-03-09,62.39165313667915,273.5401357820483,-2704.096198628613,11905.903801371387,217.27249544404398,96.09756097560975,93.8710191655996,7203435
2021-03-10,66.35686277093427,61.80863560949169,-576.3021889452793,11308.69781105472,149.1234341460701,86.34146341463415,92.18555714968915,3564221
2021-03-11,70.89456002400267,10.891909755437496,61.30597850399499,12051.305978503995,146.10578762620187,84.47488584474885,88.97130341166424,3624786
2021-03-12,73.5763276445912,-147.37592608235622,2218.2000527504715,10443.200052750472,94.01567633929368,68.86792452830188,79.8947579292283,2333084
2021-03-15,74.6867316361397,-91.15327953297094,2057.241068874311,11312.241068874311,90.97852354868523,76.30331753554502,76.54870930286525,2062574
2021-03-16,74.23888820502428,-102.40492278399151,2630.732386123418,11295.732386123418,84.82463146639677,76.30331753554502,73.82485319979732,1150495
2021-03-17,74.58948514465771,-136.4315562436269,3559.667251078128,10659.667251078128,67.38223890521179,71.29186602870813,74.63283369993273,1212602
2021-03-18,72.70617766345022,-145.1775619319685,4277.290762958044,10027.290762958044,51.93230463670194,66.66666666666666,71.42061674363993,2482452
2021-03-19,72.5457824354298,-159.2075413946963,5065.615035142568,8920.615035142568,51.46420631285863,57.8125,65.25701089845826,2611996
2021-03-22,72.11593096626609,-9.3232831786622,3602.4485383501233,10172.448538350123,54.66413873567526,75.78947368421053,66.7562134502924,2383071
2021-03-23,71.49379048003661,-24.96614431147612,3739.7535585877486,9479.753558587749,58.65662364083352,73.71428571428571,69.10541979949875,1919932
2021-03-24,70.3058729662405,-58.67844252140535,4179.977913121198,8389.977913121198,47.96247918872501,65.16129032258064,71.5550165736923,1460785
