date,기업은행
2013-01-01,0.0783633333333333
2013-01-02,0.0647933333333333
2013-01-03,0.0760866666666666
2013-01-04,0.0429166666666666
2013-01-05,0.0562733333333333
2013-01-06,0.2097
2013-01-07,0.1673633333333333
2013-01-08,0.0806466666666666
2013-01-09,0.10429
2013-01-10,0.1797066666666666
2013-01-11,0.0841133333333333
2013-01-12,-0.01329
2013-01-13,0.1462166666666666
2013-01-14,0.0952633333333333
2013-01-15,0.0727199999999999
2013-01-16,0.1668166666666666
2013-01-17,0.1979533333333333
2013-01-18,0.1152633333333333
2013-01-19,0.10756
2013-01-20,0.09708
2013-01-21,0.0925433333333333
2013-01-22,0.1000799999999999
2013-01-23,0.1210666666666666
2013-01-24,0.1813033333333333
2013-01-25,0.0484866666666666
2013-01-26,-0.0254533333333333
2013-01-27,0.0541766666666666
2013-01-28,0.0275166666666666
2013-01-29,0.15891
2013-01-30,0.0891766666666666
2013-01-31,0.0976433333333333
2013-02-01,0.1234499999999999
2013-02-02,0.0084566666666666
2013-02-03,0.18853
2013-02-04,0.1538666666666666
2013-02-05,0.0866866666666666
2013-02-06,0.1860633333333333
2013-02-07,0.1936366666666666
2013-02-08,0.2477566666666666
2013-02-09,0.0274066666666666
2013-02-10,0.0588166666666666
2013-02-11,0.1087666666666666
2013-02-12,-0.06282
2013-02-13,0.13547
2013-02-14,0.14118
2013-02-15,-0.0113066666666666
2013-02-16,-0.0034233333333333
2013-02-17,0.0517966666666666
2013-02-18,0.2478933333333333
2013-02-19,0.2418833333333333
2013-02-20,0.1142933333333333
2013-02-21,0.08935
2013-02-22,0.1484066666666666
2013-02-23,-0.0217933333333333
2013-02-24,0.0098699999999999
2013-02-25,0.12699
2013-02-26,0.0994733333333333
2013-02-27,0.1442166666666667
2013-02-28,0.0915166666666666
2013-03-01,0.01376
2013-03-02,0.1828266666666667
2013-03-03,0.0259499999999999
2013-03-04,0.0716633333333333
2013-03-05,0.0532766666666666
2013-03-06,0.03614666666666667
2013-03-07,0.08915666666666663
2013-03-08,0.09163333333333333
2013-03-09,0.07749333333333334
2013-03-10,0.22421333333333335
2013-03-11,0.007916666666666657
2013-03-12,0.04866666666666665
2013-03-13,-0.04414666666666666
2013-03-14,0.20886
2013-03-15,0.03910999999999999
2013-03-16,0.031030000000000002
2013-03-17,0.08536000000000002
2013-03-18,0.09964666666666668
2013-03-19,0.20488666666666663
2013-03-20,0.018226666666666665
2013-03-21,0.13460333333333335
2013-03-22,0.10579
2013-03-23,0.22220000000000004
2013-03-24,0.10765333333333335
2013-03-25,0.24725333333333335
2013-03-26,0.3486333333333333
2013-03-27,0.06330000000000001
2013-03-28,0.16442333333333334
2013-03-29,0.29028000000000004
2013-03-30,0.21330333333333334
2013-03-31,0.16673333333333334
2013-04-01,0.03393999999999999
2013-04-02,0.15417666666666668
2013-04-03,0.3637166666666667
2013-04-04,0.18746333333333337
2013-04-05,0.06476333333333331
2013-04-06,0.025176666666666667
2013-04-07,0.08312666666666667
2013-04-08,0.08636666666666669
2013-04-09,0.07351333333333333
2013-04-10,0.05380333333333334
2013-04-11,0.16726
2013-04-12,0.17822333333333332
2013-04-13,-0.009703333333333333
2013-04-14,0.031066666666666666
2013-04-15,0.13768
2013-04-16,0.2928166666666667
2013-04-17,0.15630333333333332
2013-04-18,0.05801666666666667
2013-04-19,0.08482333333333333
2013-04-20,0.044976666666666665
2013-04-21,0.039750000000000014
2013-04-22,0.14159666666666665
2013-04-23,0.060536666666666655
2013-04-24,0.16442666666666664
2013-04-25,0.24561333333333332
2013-04-26,0.06762
2013-04-27,0.036309999999999995
2013-04-28,-0.023783333333333333
2013-04-29,0.06924666666666666
2013-04-30,0.26991333333333334
