date,메리츠금융지주
2013-01-01,-0.0818866666666666
2013-01-02,0.09934
2013-01-03,-0.0440566666666666
2013-01-04,0.0811833333333333
2013-01-05,0.0
2013-01-06,0.0261233333333333
2013-01-07,-0.0634866666666666
2013-01-08,0.1178466666666666
2013-01-09,0.0638666666666666
2013-01-10,0.1325366666666666
2013-01-11,0.06804
2013-01-12,0.0
2013-01-13,-0.026720000000000004
2013-01-14,0.21703333333333333
2013-01-15,0.06462666666666665
2013-01-16,0.07261999999999998
2013-01-17,0.21866666666666668
2013-01-18,0.05532666666666666
2013-01-19,0.0
2013-01-20,0.015639999999999998
2013-01-21,0.043123333333333326
2013-01-22,0.07536999999999999
2013-01-23,0.056036666666666686
2013-01-24,0.12782666666666664
2013-01-25,0.02605666666666665
2013-01-26,0.0
2013-01-27,-0.031093333333333337
2013-01-28,0.08492000000000002
2013-01-29,0.19272333333333336
2013-01-30,0.05642666666666666
2013-01-31,0.07097666666666666
2013-02-01,0.13087333333333334
2013-02-02,0.0
2013-02-03,0.04245
2013-02-04,-0.030113333333333322
2013-02-05,0.08882999999999999
2013-02-06,0.06296666666666667
2013-02-07,0.14365333333333336
2013-02-08,-0.025046666666666665
2013-02-09,0.0
2013-02-10,-0.03729333333333333
2013-02-11,0.11189
2013-02-12,0.20353000000000002
2013-02-13,0.043879999999999995
2013-02-14,0.11524000000000001
2013-02-15,0.11288666666666666
2013-02-16,0.01381
2013-02-17,0.04289666666666667
2013-02-18,-0.015380000000000005
2013-02-19,0.033326666666666664
2013-02-20,0.09931
2013-02-21,0.1796
2013-02-22,0.09688999999999999
2013-02-23,0.0
2013-02-24,0.01585
2013-02-25,0.15425999999999995
2013-02-26,-0.02354333333333332
2013-02-27,0.06500666666666666
2013-02-28,0.07758333333333334
2013-03-01,-0.001466666666666668
2013-03-02,-0.007153333333333332
2013-03-03,0.09431999999999997
2013-03-04,0.14788666666666667
2013-03-05,0.04737999999999999
2013-03-06,0.08316333333333331
2013-03-07,0.037463333333333335
2013-03-08,0.13044666666666668
2013-03-09,0.0
2013-03-10,0.057749999999999996
2013-03-11,0.1716366666666667
2013-03-12,0.13736333333333334
2013-03-13,0.07053
2013-03-14,0.05090666666666667
2013-03-15,0.03244333333333332
2013-03-16,0.0
2013-03-17,0.0
2013-03-18,0.06660333333333333
2013-03-19,0.14772333333333335
2013-03-20,0.03386999999999999
2013-03-21,0.08534333333333333
2013-03-22,0.08352666666666667
2013-03-23,0.03147333333333333
2013-03-24,-0.03096
2013-03-25,0.14374666666666674
2013-03-26,0.021833333333333323
2013-03-27,0.1441
2013-03-28,0.09238666666666666
2013-03-29,0.024900000000000002
2013-03-30,0.0
2013-03-31,0.14105333333333334
2013-04-01,0.09671333333333335
2013-04-02,0.11543
2013-04-03,0.23755000000000004
2013-04-04,0.18369333333333335
2013-04-05,0.13390333333333335
2013-04-06,-0.015736666666666663
2013-04-07,-0.04966333333333333
2013-04-08,0.07663666666666666
2013-04-09,0.06614
2013-04-10,0.08477666666666668
2013-04-11,-0.013276666666666659
2013-04-12,0.025699999999999997
2013-04-13,0.0
2013-04-14,-0.030543333333333332
2013-04-15,0.11825333333333335
2013-04-16,0.08813666666666667
2013-04-17,0.22015333333333334
2013-04-18,0.07506333333333333
2013-04-19,0.016309999999999998
2013-04-20,0.007293333333333333
2013-04-21,0.029893333333333334
2013-04-22,-0.032233333333333336
2013-04-23,0.07645666666666667
2013-04-24,0.12338
2013-04-25,0.14573333333333338
2013-04-26,0.028163333333333335
2013-04-27,0.10943666666666667
2013-04-28,0.1461133333333333
2013-04-29,0.06163
2013-04-30,0.07307666666666668
2013-05-01,-0.01458666666666667
2013-05-02,0.11006000000000002
2013-05-03,0.06940333333333333
2013-05-04,0.0
2013-05-05,0.02163
