date,신한지주
2021-01-01,0.18796
2021-01-02,0.1127966666666666
2021-01-03,0.11333
2021-01-04,0.2099633333333333
2021-01-05,0.09676
2021-01-06,0.1441966666666667
2021-01-07,0.3133033333333334
2021-01-08,0.3232066666666666
2021-01-09,0.1086033333333333
2021-01-10,0.0830566666666666
2021-01-11,0.10877
2021-01-12,-0.0308233333333333
2021-01-13,0.1082866666666666
2021-01-14,0.1080366666666666
2021-01-15,0.38706
2021-01-16,0.1338766666666666
2021-01-17,0.1832333333333334
2021-01-18,0.0504733333333333
2021-01-19,0.1425266666666666
2021-01-20,0.2871933333333333
2021-01-21,0.3299366666666666
2021-01-22,0.1779866666666666
2021-01-23,0.27064
2021-01-24,-0.0236833333333333
2021-01-25,-0.0039499999999999
2021-01-26,0.0701133333333333
2021-01-27,0.1228566666666666
2021-01-28,0.2644166666666667
2021-01-29,0.1308466666666666
2021-01-30,0.0918466666666666
2021-01-31,0.1201766666666666
2021-02-01,0.1487966666666666
2021-02-02,0.05691
2021-02-03,0.0739099999999999
2021-02-04,0.1227266666666666
2021-02-05,0.2287466666666667
2021-02-06,0.1898533333333333
2021-02-07,0.1557266666666666
2021-02-08,0.0981866666666666
2021-02-09,0.25212
2021-02-10,0.1154333333333333
2021-02-11,0.10771
2021-02-12,0.1446233333333333
2021-02-13,0.1354133333333333
2021-02-14,0.0075133333333333
2021-02-15,0.2077333333333333
2021-02-16,0.1029533333333333
2021-02-17,0.0007066666666666
2021-02-18,0.3753633333333333
2021-02-19,0.1857066666666666
2021-02-20,-0.04155
2021-02-21,0.0205999999999999
2021-02-22,0.25456
2021-02-23,0.1545833333333333
2021-02-24,0.1493999999999999
2021-02-25,0.16207
2021-02-26,0.1213633333333333
2021-02-27,0.1416099999999999
2021-02-28,0.0034366666666666
2021-03-01,0.0383066666666666
2021-03-02,0.0494466666666666
2021-03-03,0.1075166666666666
2021-03-04,0.2373866666666666
2021-03-05,0.2367266666666667
2021-03-06,0.20774
2021-03-07,0.18729
2021-03-08,-0.0012399999999999
2021-03-09,0.13057
2021-03-10,0.1341833333333333
2021-03-11,0.2443566666666667
2021-03-12,0.28547
2021-03-13,0.0832366666666666
2021-03-14,0.0745
2021-03-15,0.2218066666666666
2021-03-16,0.12265
2021-03-17,0.1118866666666666
2021-03-18,0.0091366666666666
2021-03-19,0.1875566666666667
2021-03-20,0.03641
2021-03-21,0.1340033333333333
2021-03-22,0.2182866666666667
2021-03-23,0.05434
2021-03-24,-0.0979
2021-03-25,0.1712033333333333
2021-03-26,0.1741066666666667
2021-03-27,0.0686899999999999
2021-03-28,0.1931199999999999
2021-03-29,0.2426766666666666
2021-03-30,0.1955933333333333
2021-03-31,0.0542833333333333
2021-04-01,-0.0115499999999999
2021-04-02,0.0034166666666666
2021-04-03,0.0190233333333333
2021-04-04,0.09133
2021-04-05,0.25416
2021-04-06,0.2548466666666666
2021-04-07,0.08414
2021-04-08,0.2540766666666667
2021-04-09,0.07862
2021-04-10,0.0870833333333333
2021-04-11,0.1550566666666666
2021-04-12,0.0330066666666666
2021-04-13,0.2696733333333334
2021-04-14,0.2813633333333333
2021-04-15,0.1064
2021-04-16,0.0367866666666666
2021-04-17,-0.0125666666666666
2021-04-18,0.0449833333333333
2021-04-19,0.1626133333333333
2021-04-20,0.0555166666666666
2021-04-21,-0.0639566666666666
2021-04-22,0.17611
2021-04-23,0.0234266666666666
2021-04-24,0.0894
2021-04-25,0.15049
2021-04-26,0.2804900000000001
2021-04-27,0.0916233333333333
2021-04-28,0.31995
2021-04-29,0.1546199999999999
2021-04-30,0.1913833333333333
2021-05-01,0.06455
2021-05-02,0.1535333333333333
2021-05-03,0.1414266666666666
2021-05-04,-0.04199
2021-05-05,0.14961
2021-05-06,0.2669366666666667
2021-05-07,0.1857033333333334
2021-05-08,0.1736566666666666
2021-05-09,-0.0121866666666666
2021-05-10,0.2271099999999999
2021-05-11,0.09027
2021-05-12,0.1496
2021-05-13,0.15171
2021-05-14,0.16447
2021-05-15,0.0814133333333333
2021-05-16,0.0376399999999999
2021-05-17,0.06973
2021-05-18,0.24188
2021-05-19,0.1430233333333333
2021-05-20,0.0002766666666666
2021-05-21,0.1809466666666666
2021-05-22,0.1457
2021-05-23,0.1170066666666666
2021-05-24,0.1804833333333333
2021-05-25,0.2706066666666666
2021-05-26,0.1316333333333333
2021-05-27,0.21925
2021-05-28,0.1403466666666666
2021-05-29,0.0938033333333333
2021-05-30,0.04539
2021-05-31,0.3016266666666667
2021-06-01,0.12408
2021-06-02,0.1657666666666666
2021-06-03,0.0872866666666666
2021-06-04,0.1576166666666666
2021-06-05,0.0836899999999999
2021-06-06,0.13602
2021-06-07,0.20958
2021-06-08,0.1750799999999999
2021-06-09,0.25335
2021-06-10,0.2163566666666666
2021-06-11,0.1804533333333333
2021-06-12,0.14325
2021-06-13,0.1300933333333333
2021-06-14,0.2395533333333334
2021-06-15,0.0826866666666666
2021-06-16,0.1766266666666666
2021-06-17,0.0284333333333333
2021-06-18,0.0889633333333333
2021-06-19,0.0601633333333333
2021-06-20,0.0960033333333333
2021-06-21,0.2057766666666667
2021-06-22,0.22716
2021-06-23,0.1584166666666666
2021-06-24,0.12431
2021-06-25,0.1220933333333333
2021-06-26,0.1166933333333333
2021-06-27,0.0925366666666666
2021-06-28,0.0811799999999999
2021-06-29,0.1347966666666666
2021-06-30,0.3515
2021-07-01,0.1196466666666666
2021-07-02,0.12873
2021-07-03,0.1640666666666666
2021-07-04,0.17196
2021-07-05,0.2906966666666667
2021-07-06,0.15269
2021-07-07,0.2540333333333333
2021-07-08,0.15323
2021-07-09,0.4552866666666667
2021-07-10,0.11183
2021-07-11,0.13319
2021-07-12,0.04607
2021-07-13,0.2662033333333333
2021-07-14,0.1983333333333333
2021-07-15,0.3993433333333334
2021-07-16,0.08055
2021-07-17,0.0879566666666666
2021-07-18,0.1165133333333333
2021-07-19,0.0286466666666666
2021-07-20,0.1908
2021-07-21,0.05749
2021-07-22,0.09978
2021-07-23,0.2597966666666667
2021-07-24,0.1258966666666666
2021-07-25,0.0668866666666666
2021-07-26,0.3311033333333333
2021-07-27,0.18142
2021-07-28,0.07653
2021-07-29,0.0474866666666666
2021-07-30,0.1581233333333333
2021-07-31,0.20682
2021-08-01,0.2504833333333333
2021-08-02,0.0854166666666666
2021-08-03,0.1228633333333333
2021-08-04,0.1200099999999999
2021-08-05,0.3265533333333333
2021-08-06,0.0707599999999999
