date,하나금융지주
2021-01-01,0.0882866666666666
2021-01-02,0.1597833333333333
2021-01-03,0.0805499999999999
2021-01-04,0.20545
2021-01-05,0.1517833333333333
2021-01-06,0.1070933333333333
2021-01-07,0.1474333333333333
2021-01-08,0.0642333333333333
2021-01-09,0.03395
2021-01-10,0.1343466666666666
2021-01-11,0.1158999999999999
2021-01-12,0.1644866666666667
2021-01-13,0.15684
2021-01-14,0.0856133333333333
2021-01-15,0.1010333333333333
2021-01-16,0.13841
2021-01-17,0.13352
2021-01-18,0.1776433333333333
2021-01-19,-0.0041666666666666
2021-01-20,0.1595333333333333
2021-01-21,0.2091733333333333
2021-01-22,0.0284666666666666
2021-01-23,0.1076333333333333
2021-01-24,0.05436
2021-01-25,0.1318133333333333
2021-01-26,0.1137666666666666
2021-01-27,0.0588966666666666
2021-01-28,0.07158
2021-01-29,0.0708333333333333
2021-01-30,0.0644833333333333
2021-01-31,0.1873033333333333
2021-02-01,0.0920066666666666
2021-02-02,0.0171733333333333
2021-02-03,0.1631766666666666
2021-02-04,0.2861933333333333
2021-02-05,0.3742066666666667
2021-02-06,0.2220066666666666
2021-02-07,0.1097566666666666
2021-02-08,0.20446
2021-02-09,0.0654466666666666
2021-02-10,0.1573066666666666
2021-02-11,0.1145166666666666
2021-02-12,0.1725133333333333
2021-02-13,0.1825466666666666
2021-02-14,0.1652433333333333
2021-02-15,0.1129733333333333
2021-02-16,0.05382
2021-02-17,0.10599
2021-02-18,0.1362733333333333
2021-02-19,0.0849233333333333
2021-02-20,0.1130199999999999
2021-02-21,0.1189466666666666
2021-02-22,0.1144766666666666
2021-02-23,0.2803933333333333
2021-02-24,0.12754
2021-02-25,0.0967633333333333
2021-02-26,0.2378066666666667
2021-02-27,0.0001299999999999
2021-02-28,0.2750866666666666
2021-03-01,0.1744799999999999
2021-03-02,0.0798766666666666
2021-03-03,0.0858333333333333
2021-03-04,0.24783
2021-03-05,0.0028733333333333
2021-03-06,0.1097399999999999
2021-03-07,0.2132466666666666
2021-03-08,0.2487433333333333
2021-03-09,0.1483799999999999
2021-03-10,0.0986733333333333
2021-03-11,0.0954666666666666
2021-03-12,0.0799766666666666
2021-03-13,0.0866566666666666
2021-03-14,0.05195
2021-03-15,0.18098
2021-03-16,0.1400833333333333
2021-03-17,0.31888
2021-03-18,0.2123633333333333
2021-03-19,0.1826333333333333
2021-03-20,0.0390266666666666
2021-03-21,0.4948066666666665
2021-03-22,0.1646466666666666
2021-03-23,0.1097833333333333
2021-03-24,0.1884433333333333
2021-03-25,0.1564266666666666
2021-03-26,0.1536866666666667
2021-03-27,0.0863566666666666
2021-03-28,0.0415833333333333
2021-03-29,0.2076166666666667
2021-03-30,0.1150066666666666
2021-03-31,0.0585499999999999
2021-04-01,0.0519833333333333
2021-04-02,0.05325
2021-04-03,0.0503366666666666
2021-04-04,0.0852799999999999
2021-04-05,0.1821766666666666
2021-04-06,0.1240166666666666
2021-04-07,0.1859966666666667
2021-04-08,0.1884566666666666
2021-04-09,0.1663966666666667
2021-04-10,0.1044133333333333
2021-04-11,0.1487933333333333
2021-04-12,0.2139166666666667
2021-04-13,0.0918433333333333
2021-04-14,0.0885633333333333
2021-04-15,0.1916633333333333
2021-04-16,0.17259
2021-04-17,0.0998666666666666
2021-04-18,0.1870433333333333
2021-04-19,0.1605133333333333
2021-04-20,0.22961
2021-04-21,0.2182133333333333
2021-04-22,0.2836566666666666
2021-04-23,0.4051066666666666
2021-04-24,0.20691
2021-04-25,0.1742533333333333
2021-04-26,0.21824
2021-04-27,0.12955
2021-04-28,0.2393766666666667
2021-04-29,0.0578466666666666
2021-04-30,0.2416766666666666
2021-05-01,0.2121066666666666
2021-05-02,0.0705233333333333
2021-05-03,0.1346666666666666
2021-05-04,0.16982
2021-05-05,0.1282566666666666
2021-05-06,0.1929099999999999
2021-05-07,0.19308
2021-05-08,0.1121266666666666
2021-05-09,0.1615233333333333
2021-05-10,0.11681
2021-05-11,0.0023333333333333
2021-05-12,0.1088733333333333
2021-05-13,0.1746766666666666
2021-05-14,0.2039733333333333
2021-05-15,0.19139
2021-05-16,0.19054
2021-05-17,0.15608
2021-05-18,0.0449266666666666
2021-05-19,0.07961
2021-05-20,0.15151
2021-05-21,0.08139
2021-05-22,0.1769799999999999
2021-05-23,0.0383933333333333
2021-05-24,0.23622
2021-05-25,0.2415266666666667
2021-05-26,0.204
2021-05-27,0.1482699999999999
2021-05-28,0.16606
2021-05-29,0.12259
2021-05-30,0.06728
2021-05-31,0.2098766666666666
2021-06-01,0.0873266666666666
2021-06-02,0.04675
2021-06-03,0.1314333333333333
2021-06-04,0.1842599999999999
2021-06-05,0.1039766666666666
2021-06-06,0.1444899999999999
2021-06-07,0.1043266666666666
2021-06-08,0.1220633333333333
2021-06-09,0.1293266666666666
2021-06-10,0.1758366666666666
2021-06-11,-0.0512
2021-06-12,0.0463266666666666
2021-06-13,0.15186
2021-06-14,0.4672533333333332
2021-06-15,0.2156066666666666
2021-06-16,0.0536666666666666
2021-06-17,0.2082533333333333
2021-06-18,0.2424933333333333
2021-06-19,0.22974
2021-06-20,0.2287066666666667
2021-06-21,0.1118233333333333
2021-06-22,0.14203
2021-06-23,0.1856166666666667
2021-06-24,0.1359766666666666
2021-06-25,0.1043233333333333
2021-06-26,0.0922833333333333
2021-06-27,0.18501
2021-06-28,0.1669366666666666
2021-06-29,0.1204266666666666
2021-06-30,0.2102699999999999
2021-07-01,0.0056766666666666
2021-07-02,0.1094166666666666
2021-07-03,0.05524
2021-07-04,0.1668966666666666
2021-07-05,0.2003433333333333
2021-07-06,0.1248266666666666
2021-07-07,0.14999
2021-07-08,0.1052533333333333
2021-07-09,0.1103433333333333
2021-07-10,0.0796366666666666
2021-07-11,0.17194
2021-07-12,0.2190366666666666
2021-07-13,0.1130366666666666
2021-07-14,0.0860366666666666
2021-07-15,0.1470099999999999
2021-07-16,0.15824
2021-07-17,0.2709533333333333
2021-07-18,0.1819966666666666
2021-07-19,0.15261
2021-07-20,0.25333
2021-07-21,0.2515966666666667
2021-07-22,0.2934666666666667
2021-07-23,0.2290666666666667
2021-07-24,0.1649966666666666
2021-07-25,0.2038066666666666
2021-07-26,0.1539066666666666
2021-07-27,0.267
2021-07-28,0.2461533333333334
2021-07-29,0.0983
2021-07-30,0.11923
2021-07-31,0.1950066666666667
2021-08-01,0.1715233333333333
2021-08-02,0.21353
2021-08-03,0.1476833333333333
2021-08-04,0.1184433333333333
2021-08-05,0.2734666666666667
2021-08-06,0.2449633333333333
2021-08-07,0.1389966666666666
2021-08-08,0.14336
2021-08-09,0.1988566666666667
2021-08-10,0.29139
2021-08-11,0.1267066666666666
2021-08-12,-0.0210633333333333
