날짜,rsi,macd,upper band diff,lower band diff,CCI,K,D,volume
2023-01-02,,,,,,,,2343823
2023-01-03,,,,,,,,1245699
2023-01-04,,,,,,,,1204082
2023-01-05,,,,,,,,2255760
2023-01-06,,,,,,,,2016042
2023-01-09,,,,,,,,1541849
2023-01-10,,,,,,,,1395698
2023-01-11,,,,,,,,1123647
2023-01-12,,,,,,,,1038815
2023-01-13,,,,,,,,1573739
2023-01-16,,,,,,,,2070870
2023-01-17,,,,,,,,812563
2023-01-18,,,,,,,,1004939
2023-01-19,,,,,,84.7328244274809,,665934
2023-01-20,,,,,,80.91603053435115,,576393
2023-01-25,,,,,,87.3015873015873,84.31681408780645,624896
2023-01-26,,,,,,86.17021276595744,84.79594353396529,823265
2023-01-27,,,,,,85.13513513513513,86.20231173422663,813271
2023-01-30,75.11681499065783,,,,,60.0,77.10178263369754,658998
2023-01-31,70.10991209144015,,655.2855234177696,688.2855234177696,16.93677055311533,30.76923076923077,58.634788634788634,1101353
2023-02-01,65.12689264099248,,540.1601213398935,589.1601213398935,7.002045078160382,38.46153846153847,43.07692307692307,729449
2023-02-02,59.150702164802,,686.5421599450092,243.5421599450092,-38.01008834053981,3.125,24.118589743589748,1764434
2023-02-03,53.902863899060925,,602.5512855817724,181.5512855817724,-74.75260208731498,13.23529411764706,18.27394419306184,1021091
2023-02-06,48.94846093525357,,679.0862816914196,95.08628169141957,-103.86914371749126,10.666666666666668,9.008986928104576,777383
2023-02-07,43.98981830534901,,591.986374330254,195.98637433025397,-86.23431114882383,25.0,16.300653594771244,850445
2023-02-08,42.15492149484244,,342.31767981957273,419.31767981957273,1.6242074366481187,61.76470588235294,32.47712418300654,1718536
2023-02-09,40.185102581361555,,510.4320026665955,242.4320026665955,-24.382191581203227,36.76470588235294,41.1764705882353,1165185
2023-02-10,39.98715277577654,,291.45903167434153,431.45903167434153,-5.102839218526673,69.11764705882352,55.882352941176464,1234049
2023-02-13,43.344405213050756,,222.01226688004135,487.01226688004135,48.88159370417302,80.88235294117648,62.25490196078431,1140422
2023-02-14,46.25020231450003,,322.01226688004135,387.01226688004135,24.437011251657356,66.17647058823529,72.05882352941177,1311636
2023-02-15,44.57392026321798,,575.2272824276115,142.2272824276115,-61.36012243053941,28.125,58.39460784313726,1382272
2023-02-16,44.18659631955601,,589.6194686214658,150.61946862146578,-84.68843246659493,25.0,39.7671568627451,1150165
2023-02-17,43.035983118508746,,552.2227307015,190.22273070150004,-67.32170563361595,28.57142857142857,27.232142857142858,622544
2023-02-20,42.119297970286674,,510.1792661312211,223.17926613122108,-63.19957014295955,31.746031746031743,28.43915343915344,499154
2023-02-21,42.13502124072692,2.806166666176087,472.38174092221925,253.38174092221925,-51.32056002336012,34.92063492063492,31.746031746031743,514503
2023-02-22,44.291552772258456,-3.2686435615721603,549.2156157736172,158.21561577361717,-68.99507030850063,17.46031746031746,28.042328042328037,736602
2023-02-23,47.17616815687384,6.20728623345596,388.2170832005595,257.2170832005595,-33.832298563606756,34.92063492063492,29.100529100529098,832953
2023-02-24,49.940414050539424,7.043577042882426,292.32170419735303,260.32170419735303,-14.866545656260275,37.704918032786885,30.02862347124642,763033
2023-02-27,51.25214244560116,6.658945025657207,245.18089598214647,273.18089598214647,-5.359388883612177,32.075471698113205,34.900341550511676,712185
2023-02-28,52.14382658256831,14.549020118199955,102.6169337430365,437.6169337430365,56.40983892751917,62.264150943396224,44.01484689143211,1538500
2023-03-02,53.61229505103678,7.796689618138835,130.9880836089451,419.9880836089451,71.67502968280938,58.490566037735846,50.943396226415096,1264501
2023-03-03,51.09092752966925,-7.162594866536399,319.03335735262226,219.03335735262226,4.0286750157499664,22.641509433962266,47.79874213836478,1043257
2023-03-06,47.617273628143195,-0.8067503538082226,260.00956920456883,268.00956920456883,12.925776101353014,37.5,39.5440251572327,1214537
2023-03-07,44.64212742931279,-5.996172753777801,342.5839658256573,159.5839658256573,-31.74150582168034,25.71428571428571,28.618598382749326,709007
2023-03-08,43.456942244127596,-10.74163895424125,470.57933417222375,57.57933417222375,-95.98231196118321,5.0,22.738095238095237,1117084
2023-03-09,41.01249779968315,-6.911832300926821,481.4265994067882,65.42659940678823,-105.01804255727276,2.4390243902439024,11.05110336817654,1008881
2023-03-10,40.78561357279892,-10.903368283102065,633.9958947098803,-9.004105290119696,-152.2754002924074,11.666666666666666,6.368563685636857,1283101
2023-03-13,40.76980329611908,-3.4172523542373554,595.6900454693914,45.69004546939141,-134.63486782555805,20.3125,11.472730352303524,833563
2023-03-14,38.84760649978041,-18.375219474241717,903.8049699460553,-155.19503005394472,-175.04372757674804,1.2195121951219512,11.066226287262873,1368674
2023-03-15,36.77689942907334,-4.795335445963762,848.7643005792634,-34.23569942073664,-139.09836604150408,7.317073170731707,9.616361788617885,1476191
2023-03-16,33.32801054018445,-1.513531821049341,914.5879161070043,4.5879161070042755,-147.14247386539228,9.090909090909092,5.875831485587583,1166819
2023-03-17,32.21016542233934,11.420499579423055,786.937680611094,174.93768061109404,-97.07088171406606,23.863636363636363,13.423872875092387,1680207
2023-03-20,30.32722644350995,2.751125723431432,925.7404580486836,106.74045804868365,-99.54091416428138,9.090909090909092,14.015151515151516,962130
2023-03-21,29.778351944589197,12.37034695743377,805.8888121848395,250.88881218483948,-83.48411462879945,21.59090909090909,18.18181818181818,704236
2023-03-22,28.891204609166,14.700297348151182,727.0827553242652,332.08275532426524,-52.3424812337875,29.761904761904763,20.147907647907648,873015
